Position,Classification_Code,Starting step,Coalition,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Licensed Practical Nurse,6135,7,Strikeable,5493,6105,6819,612,1326,15048,65916,81828
Licensed Practical Nurse,6135,8,Strikeable,5732,6400,7147,668,1415,15638,68784,85764
Licensed Practical Nurse,6135,9,Strikeable,6009,6707,7147,698,1138,16321,72108,85764
Licensed Practical Nurse,6135,10,Strikeable,6298,6707,7147,409,849,17034,75576,85764
Livestock Brand Inspector,5430,1,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Livestock Brand Inspector,5430,2,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Livestock Brand Inspector,5430,3,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Livestock Brand Inspector,5430,4,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Livestock Brand Inspector,5430,5,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Livestock Brand Inspector,5430,6,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Livestock Brand Inspector,5430,7,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Livestock Brand Inspector,5430,8,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Livestock Brand Inspector,5430,9,Strikeable,4155,4639,4943,484,788,11748,49860,59316
Livestock Brand Inspector,5430,10,Strikeable,4356,4639,4943,283,587,12244,52272,59316
Loan Specialist 1,1001,1,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Loan Specialist 1,1001,2,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Loan Specialist 1,1001,3,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Loan Specialist 1,1001,4,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Loan Specialist 1,1001,5,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Loan Specialist 1,1001,6,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Loan Specialist 1,1001,7,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Loan Specialist 1,1001,8,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Loan Specialist 1,1001,9,Strikeable,6051,6763,7206,712,1155,16424,72612,86472
Loan Specialist 1,1001,10,Strikeable,6350,6763,7206,413,856,17162,76200,86472
Loan Specialist 2,1003,1,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Loan Specialist 2,1003,2,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Loan Specialist 2,1003,3,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Loan Specialist 2,1003,4,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Loan Specialist 2,1003,5,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Loan Specialist 2,1003,6,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Loan Specialist 2,1003,7,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Loan Specialist 2,1003,8,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Loan Specialist 2,1003,9,Strikeable,7327,8177,8713,850,1386,19571,87924,104556
Loan Specialist 2,1003,10,Strikeable,7678,8177,8713,499,1035,20437,92136,104556
Loan Specialist 3,1003,1,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Loan Specialist 3,1003,2,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Loan Specialist 3,1003,3,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Loan Specialist 3,1003,4,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Loan Specialist 3,1003,5,Strikeable,6982,7803,8713,821,1731,18721,83784,104556
Loan Specialist 3,1003,6,Strikeable,7327,8177,9143,850,1816,19571,87924,109716
Loan Specialist 3,1003,7,Strikeable,7678,8581,9589,903,1911,20437,92136,115068
Loan Specialist 3,1003,8,Strikeable,8057,8999,10065,942,2008,21372,96684,120780
Loan Specialist 3,1003,9,Strikeable,8450,9447,10065,997,1615,22341,101400,120780
Loan Specialist 3,1003,10,Strikeable,8870,9447,10065,577,1195,23377,106440,120780
Machinist,4018,1,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Machinist,4018,2,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Machinist,4018,3,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Machinist,4018,4,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Machinist,4018,5,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Machinist,4018,6,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Machinist,4018,7,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
Machinist,4018,8,Strikeable,6664,7436,8314,772,1650,17936,79968,99768
Machinist,4018,9,Strikeable,6982,7803,8314,821,1332,18721,83784,99768
Machinist,4018,10,Strikeable,7327,7803,8314,476,987,19571,87924,99768
Mail Delivery Driver,4404,1,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Mail Delivery Driver,4404,2,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Mail Delivery Driver,4404,3,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Mail Delivery Driver,4404,4,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Mail Delivery Driver,4404,5,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Mail Delivery Driver,4404,6,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Mail Delivery Driver,4404,7,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Mail Delivery Driver,4404,8,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Mail Delivery Driver,4404,9,Strikeable,4155,4639,4943,484,788,11748,49860,59316
Mail Delivery Driver,4404,10,Strikeable,4356,4639,4943,283,587,12244,52272,59316
Mail Equipment Operator 1,403,1,Strikeable,0,,,,,1500,0,
Mail Equipment Operator 1,403,2,Strikeable,0,,,,,1500,0,
Mail Equipment Operator 1,403,3,Strikeable,0,,,,,1500,0,
Mail Equipment Operator 1,403,4,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Mail Equipment Operator 1,403,5,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Mail Equipment Operator 1,403,6,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Mail Equipment Operator 1,403,7,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Mail Equipment Operator 1,403,8,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Mail Equipment Operator 1,403,9,Strikeable,3629,4036,4301,407,672,10451,43548,51612
Mail Equipment Operator 1,403,10,Strikeable,3790,4036,4301,246,511,10848,45480,51612
Mail Equipment Operator 2,404,1,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Mail Equipment Operator 2,404,2,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Mail Equipment Operator 2,404,3,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Mail Equipment Operator 2,404,4,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Mail Equipment Operator 2,404,5,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Mail Equipment Operator 2,404,6,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Mail Equipment Operator 2,404,7,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Mail Equipment Operator 2,404,8,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Mail Equipment Operator 2,404,9,Strikeable,4155,4639,4943,484,788,11748,49860,59316
Mail Equipment Operator 2,404,10,Strikeable,4356,4639,4943,283,587,12244,52272,59316
Mail Services Assistant,405,1,Strikeable,0,,,,,1500,0,
Mail Services Assistant,405,2,Strikeable,0,,,,,1500,0,
Mail Services Assistant,405,3,Strikeable,3005,3427,3784,422,779,8912,36060,45408
Mail Services Assistant,405,4,Strikeable,3095,3427,3784,332,689,9134,37140,45408
Mail Services Assistant,405,5,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Mail Services Assistant,405,6,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Mail Services Assistant,405,7,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Mail Services Assistant,405,8,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Mail Services Assistant,405,9,Strikeable,3790,4222,4498,432,708,10848,45480,53976
Mail Services Assistant,405,10,Strikeable,3964,4222,4498,258,534,11277,47568,53976
Manual Arts Instructor,3304,1,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Manual Arts Instructor,3304,2,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Manual Arts Instructor,3304,3,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Manual Arts Instructor,3304,4,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Manual Arts Instructor,3304,5,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Manual Arts Instructor,3304,6,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Manual Arts Instructor,3304,7,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Manual Arts Instructor,3304,8,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Manual Arts Instructor,3304,9,Strikeable,4555,5086,5420,531,865,12735,54660,65040
Manual Arts Instructor,3304,10,Strikeable,4776,5086,5420,310,644,13280,57312,65040
Medical Consultant,7538,1,Strikeable,8870,9897,11065,1027,2195,23377,106440,132780
Medical Consultant,7538,2,Strikeable,9293,10385,11622,1092,2329,24420,111516,139464
Medical Consultant,7538,3,Strikeable,9751,10908,12187,1157,2436,25550,117012,146244
Medical Consultant,7538,4,Strikeable,10242,11438,12785,1196,2543,26761,122904,153420
Medical Consultant,7538,5,Strikeable,10740,11999,13419,1259,2679,27989,128880,161028
Medical Consultant,7538,6,Strikeable,11267,12594,14080,1327,2813,29289,135204,168960
Medical Consultant,7538,7,Strikeable,11825,13215,14775,1390,2950,30665,141900,177300
Medical Consultant,7538,8,Strikeable,12408,13866,15503,1458,3095,32103,148896,186036
Medical Consultant,7538,9,Strikeable,13020,14550,15503,1530,2483,33613,156240,186036
Medical Consultant,7538,10,Strikeable,13662,14550,15503,888,1841,35196,163944,186036
Medical Laboratory Technician 1,6830,1,Strikeable,3335,3865,4301,530,966,9726,40020,51612
Medical Laboratory Technician 1,6830,2,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Medical Laboratory Technician 1,6830,3,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Medical Laboratory Technician 1,6830,4,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Medical Laboratory Technician 1,6830,5,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Medical Laboratory Technician 1,6830,6,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Medical Laboratory Technician 1,6830,7,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Medical Laboratory Technician 1,6830,8,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Medical Laboratory Technician 1,6830,9,Strikeable,4776,5345,5695,569,919,13280,57312,68340
Medical Laboratory Technician 1,6830,10,Strikeable,5019,5345,5695,326,676,13879,60228,68340
Medical Laboratory Technician 2,6831,1,Strikeable,3629,4222,4715,593,1086,10451,43548,56580
Medical Laboratory Technician 2,6831,2,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Medical Laboratory Technician 2,6831,3,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Medical Laboratory Technician 2,6831,4,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Medical Laboratory Technician 2,6831,5,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Medical Laboratory Technician 2,6831,6,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Medical Laboratory Technician 2,6831,7,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Medical Laboratory Technician 2,6831,8,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Medical Laboratory Technician 2,6831,9,Strikeable,5256,5861,6245,605,989,14464,63072,74940
Medical Laboratory Technician 2,6831,10,Strikeable,5503,5861,6245,358,742,15073,66036,74940
Medical Review Coordinator,6310,1,Strikeable,6756,7534,8409,778,1653,18163,81072,100908
Medical Review Coordinator,6310,2,Strikeable,7074,7892,8810,818,1736,18947,84888,105720
Medical Review Coordinator,6310,3,Strikeable,7410,8269,9226,859,1816,19776,88920,110712
Medical Review Coordinator,6310,4,Strikeable,7764,8658,9667,894,1903,20649,93168,116004
Medical Review Coordinator,6310,5,Strikeable,8130,9073,10172,943,2042,21552,97560,122064
Medical Review Coordinator,6310,6,Strikeable,8519,9547,10604,1028,2085,22511,102228,127248
Medical Review Coordinator,6310,7,Strikeable,8964,9952,11108,988,2144,23609,107568,133296
Medical Review Coordinator,6310,8,Strikeable,9345,10425,11636,1080,2291,24549,112140,139632
Medical Review Coordinator,6310,9,Strikeable,9789,10921,11636,1132,1847,25644,117468,139632
Medical Review Coordinator,6310,10,Strikeable,10254,10921,11636,667,1382,26791,123048,139632
Mental Health Security Technician,6708,1,Strikeable,3218,3865,4301,647,1083,9437,38616,51612
Mental Health Security Technician,6708,2,Strikeable,3335,3865,4301,530,966,9726,40020,51612
Mental Health Security Technician,6708,3,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Mental Health Security Technician,6708,4,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Mental Health Security Technician,6708,5,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Mental Health Security Technician,6708,6,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Mental Health Security Technician,6708,7,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Mental Health Security Technician,6708,8,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Mental Health Security Technician,6708,9,Strikeable,4555,5086,5420,531,865,12735,54660,65040
Mental Health Security Technician,6708,10,Strikeable,4776,5086,5420,310,644,13280,57312,65040
Mental Health Therapist 1,6711,1,Strikeable,3218,3865,4301,647,1083,9437,38616,51612
Mental Health Therapist 1,6711,2,Strikeable,3335,3865,4301,530,966,9726,40020,51612
Mental Health Therapist 1,6711,3,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Mental Health Therapist 1,6711,4,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Mental Health Therapist 1,6711,5,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Mental Health Therapist 1,6711,6,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Mental Health Therapist 1,6711,7,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Mental Health Therapist 1,6711,8,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Mental Health Therapist 1,6711,9,Strikeable,4555,5086,5420,531,865,12735,54660,65040
Mental Health Therapist 1,6711,10,Strikeable,4776,5086,5420,310,644,13280,57312,65040
Mental Health Therapist 2,6713,1,Strikeable,3483,4222,4715,739,1232,10091,41796,56580
Mental Health Therapist 2,6713,2,Strikeable,3629,4222,4715,593,1086,10451,43548,56580
Mental Health Therapist 2,6713,3,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Mental Health Therapist 2,6713,4,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Mental Health Therapist 2,6713,5,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Mental Health Therapist 2,6713,6,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Mental Health Therapist 2,6713,7,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Mental Health Therapist 2,6713,8,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Mental Health Therapist 2,6713,9,Strikeable,5019,5598,5964,579,945,13879,60228,71568
Mental Health Therapist 2,6713,10,Strikeable,5256,5598,5964,342,708,14464,63072,71568
Mental Health Therapy Coordinator,6718,1,Strikeable,3483,4222,4715,739,1232,10091,41796,56580
Mental Health Therapy Coordinator,6718,2,Strikeable,3629,4222,4715,593,1086,10451,43548,56580
Mental Health Therapy Coordinator,6718,3,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Mental Health Therapy Coordinator,6718,4,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Mental Health Therapy Coordinator,6718,5,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Mental Health Therapy Coordinator,6718,6,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Mental Health Therapy Coordinator,6718,7,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Mental Health Therapy Coordinator,6718,8,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Mental Health Therapy Coordinator,6718,9,Strikeable,5019,5598,5964,579,945,13879,60228,71568
Mental Health Therapy Coordinator,6718,10,Strikeable,5256,5598,5964,342,708,14464,63072,71568
Mental Health Therapy Technician,6710,1,Strikeable,3005,3552,3952,547,947,8912,36060,47424
Mental Health Therapy Technician,6710,2,Strikeable,3095,3552,3952,457,857,9134,37140,47424
Mental Health Therapy Technician,6710,3,Strikeable,3218,3552,3952,334,734,9437,38616,47424
Mental Health Therapy Technician,6710,4,Strikeable,3335,3709,4118,374,783,9726,40020,49416
Mental Health Therapy Technician,6710,5,Strikeable,3483,3865,4301,382,818,10091,41796,51612
Mental Health Therapy Technician,6710,6,Strikeable,3629,4036,4498,407,869,10451,43548,53976
Mental Health Therapy Technician,6710,7,Strikeable,3790,4222,4715,432,925,10848,45480,56580
Mental Health Therapy Technician,6710,8,Strikeable,3964,4425,4943,461,979,11277,47568,59316
Mental Health Therapy Technician,6710,9,Strikeable,4155,4639,4943,484,788,11748,49860,59316
Mental Health Therapy Technician,6710,10,Strikeable,4356,4639,4943,283,587,12244,52272,59316
Microbiologist 1,3779,1,Strikeable,4155,4639,5169,484,1014,11748,49860,62028
Microbiologist 1,3779,2,Strikeable,4356,4851,5420,495,1064,12244,52272,65040
Microbiologist 1,3779,3,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Microbiologist 1,3779,4,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Microbiologist 1,3779,5,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Microbiologist 1,3779,6,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Microbiologist 1,3779,7,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Microbiologist 1,3779,8,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Microbiologist 1,3779,9,Strikeable,6051,6763,7206,712,1155,16424,72612,86472
Microbiologist 1,3779,10,Strikeable,6350,6763,7206,413,856,17162,76200,86472
Microbiologist 2,3780,1,Strikeable,4555,5086,5695,531,1140,12735,54660,68340
Microbiologist 2,3780,2,Strikeable,4776,5345,5964,569,1188,13280,57312,71568
Microbiologist 2,3780,3,Strikeable,5019,5598,6245,579,1226,13879,60228,74940
Microbiologist 2,3780,4,Strikeable,5256,5861,6549,605,1293,14464,63072,78588
Microbiologist 2,3780,5,Strikeable,5503,6146,6866,643,1363,15073,66036,82392
Microbiologist 2,3780,6,Strikeable,5771,6444,7206,673,1435,15734,69252,86472
Microbiologist 2,3780,7,Strikeable,6051,6763,7562,712,1511,16424,72612,90744
Microbiologist 2,3780,8,Strikeable,6350,7097,7923,747,1573,17162,76200,95076
