Position,Classification_Code,Starting step,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Economist 3,1163,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Economist 4,1164,4,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Education Program Specialist 1,3300,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Education Program Specialist 2,3301,4,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Electrician 2,4008,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Electrician 3,4009,4,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Electronic Publishing Design Specialist 1,3510,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Electronic Publishing Design Specialist 2,3511,4,4555,5085,5678,530,1123,"$12,735 ",54660,68136
Electronic Publishing Design Specialist 3,3513,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Electronic Security Technician 2,4051,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Employment Adjudicator,6693,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Employment Appeals Board Legal Staff,1543,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Engineering Technician 2,3110,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Engineering Technician 3,3111,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Environmental Engineer 2,3411,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Environmental Engineer 3,3413,4,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Environmental Health Specialist 3,3819,4,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Epidemiologist 1,6316,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Epidemiologist 2,6317,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Epidemiologist 3,6318,4,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Equipment Operator,4433,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Executive Assistant,830,4,5256,5870,6558,614,1302,"$14,464 ",63072,78696
Executive Support Specialist 1,118,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Executive Support Specialist 2,119,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Facilities Engineer 1,3351,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Facilities Engineer 3,3353,4,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Facility Energy Technician 2,4033,4,4555,5085,5678,530,1123,"$12,735 ",54660,68136
Facility Energy Technician 3,4034,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Facility Energy Technician 4,4035,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Facility Maintenance Specialist,4013,4,3790,4224,4710,434,920,"$10,848 ",45480,56520
Facility Operations Specialist 1,4014,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Facility Operations Specialist 2,4015,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Financial Enforcement Officer,1547,4,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Financial Examiner 1,5675,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Financial Examiner 2,5676,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Financial Examiner 3,5677,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Financial Investigator 1,5335,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Fiscal Analyst 1,1343,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Fiscal Analyst 2,1344,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Fiscal Analyst 3,1345,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Fiscal Auditor 1,5641,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Fish and Wildlife Technical Coordinator,8346,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Fish and Wildlife Technician,8341,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Fish and Wildlife Technician,8341,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Fish and Wildlife Technician Entry,8340,4,3095,3429,3801,334,706,"$9,134 ",37140,45612
Fish and Wildlife Technician Senior,8343,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Food Service Worker,9103,4,3095,3568,3955,473,860,"$9,134 ",37140,47460
Food Service Worker,9103,4,3095,3568,3955,473,860,"$9,134 ",37140,47460
Forest Crew Coordinator,8318,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Forest Lookout,8353,4,0,,,,,"$1,500 ",0,
Forest Management Technician,8311,4,3483,3872,4307,389,824,"$10,091 ",41796,51684
Forest Officer,8357,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Geologist 2,3531,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Governmental Auditor 1,5646,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Governmental Auditor 2,5647,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Governmental Auditor 3,5648,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Grounds Maintenance Worker 1,4109,4,3218,3569,3960,351,742,"$9,437 ",38616,47520
Grounds Maintenance Worker 2,4110,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Grounds Maintenance Worker 2,4110,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Group Life Coordinator 1,6750,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Group Life Coordinator 2,6751,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Hairdresser,9300,4,0,,,,,"$1,500 ",0,
Health Care Investigator/Advisor,5911,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Health Information Specialist,15,4,3790,4224,4710,434,920,"$10,848 ",45480,56520
Heavy Equipment Technician 1,4437,4,0,,,,,"$1,500 ",0,
Heavy Equipment Technician 2,4438,4,0,,,,,"$1,500 ",0,
Human Services Assistant 2,6606,4,3483,3872,4307,389,824,"$10,091 ",41796,51684
Human Services Case Manager,6630,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Human Services Specialist 1,6657,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Human Services Specialist 2,6658,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Human Services Specialist 3,6659,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Human Services Specialist 4,6660,4,4555,5085,5678,530,1123,"$12,735 ",54660,68136
Incident Response Operations Specialist,4165,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Industrial Hygienist 2,5706,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Industrial Hygienist 3,5707,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Industrial Hygienist 4,5708,4,6982,7799,8715,817,1733,"$18,721 ",83784,104580
Information Systems Specialist 2,1483,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Information Systems Specialist 3,1483,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Information Systems Specialist 4,1484,4,5256,5870,6558,614,1302,"$14,464 ",63072,78696
Information Systems Specialist 5,1485,4,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Information Systems Specialist 6,1486,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Information Systems Specialist 7,1487,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Information Systems Specialist 8,1488,4,6982,7799,8715,817,1733,"$18,721 ",83784,104580
Institution Registered Nurse,6314,4,7764,8661,9666,897,1902,"$20,649 ",93168,115992
Insurance Examiner,5748,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Insurance Examiner Entry,5747,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Investigator 1,5331,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Investigator 2,5333,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Investigator 3,5333,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Investment Analyst 1,1333,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Investment Analyst 2,1333,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Investment Analyst 3,1334,4,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Juvenile Probation/Social Services Officer/Juvenile Correction Counselor,6633,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Laboratory Technician 2,6811,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Laborer/Student Worker,4116,4,3005,3458,3830,453,825,"$8,912 ",36060,45960
Legal Secretary,110,4,3790,4224,4710,434,920,"$10,848 ",45480,56520
Librarian,3330,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Licensed Practical Nurse,6135,4,4758,5310,5930,552,1172,"$13,235 ",57096,71160
Livestock Brand Inspector,5430,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Loan Specialist 1,1001,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Loan Specialist 2,1003,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Loan Specialist 3,1003,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Machinist,4018,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Mail Delivery Driver,4404,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Mail Equipment Operator 1,403,4,3005,3458,3830,453,825,"$8,912 ",36060,45960
Mail Equipment Operator 2,404,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Mail Services Assistant,405,4,3095,3429,3801,334,706,"$9,134 ",37140,45612
Manual Arts Instructor,3304,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Medical Consultant,7538,4,10242,11444,12793,1202,2551,"$26,761 ",122904,153516
Medical Laboratory Technician 1,6830,4,3790,4224,4710,434,920,"$10,848 ",45480,56520
Medical Laboratory Technician 2,6831,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Medical Review Coordinator,6310,4,7764,8661,9666,897,1902,"$20,649 ",93168,115992
Mental Health Security Technician,6708,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Mental Health Therapist 1,6711,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Mental Health Therapist 2,6713,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Mental Health Therapy Coordinator,6718,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Mental Health Therapy Technician,6710,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Mental Health Therapy Technician,6710,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Microbiologist 1,3779,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Microbiologist 2,3780,4,5256,5870,6558,614,1302,"$14,464 ",63072,78696
Microbiologist 3,3781,4,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Motor Carrier Enforcement Officer 1,5857,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Motor Carrier Enforcement Officer 2,5858,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Natural Resource Specialist 1,8501,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Natural Resource Specialist 2,8503,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Natural Resource Specialist 3,8503,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Natural Resource Specialist 4,8504,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Natural Resource Specialist 5,8505,4,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Nutrition Consultant,5955,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Occupational Safety Specialist 1,5709,4,4555,5085,5678,530,1123,"$12,735 ",54660,68136
Occupational Safety Specialist 2,5710,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Occupational Safety Specialist 3,5711,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Occupational Therapist,6508,4,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Office Assistant 1,101,4,0,,,,,"$1,500 ",0,
Office Assistant 2,103,4,0,,,,,"$1,500 ",0,
Office Coordinator,801,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Office Specialist 1,103,4,3095,3429,3801,334,706,"$9,134 ",37140,45612
Office Specialist 2,104,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Operations & Policy Analyst 1,870,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Operations & Policy Analyst 2,871,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Operations & Policy Analyst 3,873,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Operations & Policy Analyst 4,873,4,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Painter,4001,4,4555,5085,5678,530,1123,"$12,735 ",54660,68136
Paralegal,1534,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Park Ranger 1,8434,4,3790,4224,4709,434,919,"$10,848 ",45480,56508
Park Ranger 2,8435,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Park Ranger 3,8436,4,4555,5085,5678,530,1123,"$12,735 ",54660,68136
Park Ranger Assistant,8433,4,3005,3458,3830,453,825,"$8,912 ",36060,45960
Park Specialist,8445,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Parking Services Representative,5550,4,3218,3569,3960,351,742,"$9,437 ",38616,47520
Parts Specialist 2,783,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Payroll Analyst,314,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Pharmacist,6360,4,10242,11444,12793,1202,2551,"$26,761 ",122904,153516
Pharmacist 2,6363,4,11267,12592,14079,1325,2812,"$29,289 ",135204,168948
Pharmacist Resident,6361,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Pharmacy Clerk & Technician 2,6388,4,3483,3872,4307,389,824,"$10,091 ",41796,51684
Pharmacy Clerk & Technician 3,6389,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Physical Therapist,6503,4,6982,7799,8715,817,1733,"$18,721 ",83784,104580
Physical/Electronic Security Technician,4037,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Physical/Electronic Security Technician 3,4039,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Physician's Assistant,6357,4,7678,8577,9586,899,1908,"$20,437 ",92136,115032
Planner 2,1097,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Plumber,4005,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Preadmissions Screening Specialist,6684,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Print Services Technician,3446,4,3483,3872,4307,389,824,"$10,091 ",41796,51684
Printing Production Coordinator,3475,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Procurement & Contract Specialist 1,436,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Procurement & Contract Specialist 2,437,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Procurement & Contract Specialist 3,438,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Procurement And Contract Assistant,435,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Program Analyst 1,860,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Program Analyst 2,861,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Program Analyst 3,863,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Program Analyst 4,863,4,6982,7799,8715,817,1733,"$18,721 ",83784,104580
Project Manager 1,854,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Project Manager 2,855,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Project Manager 3,856,4,7327,8184,9146,857,1819,"$19,571 ",87924,109752
Psychiatric Social Worker,6730,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Public Affairs Specialist 1,864,4,5256,5870,6558,614,1302,"$14,464 ",63072,78696
Public Affairs Specialist 2,865,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Public Affairs Specialist 3,866,4,6982,7799,8715,817,1733,"$18,721 ",83784,104580
Public Health Educator 1,3337,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Public Health Educator 2,3338,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Public Health Nurse 2,6339,4,7764,8661,9666,897,1902,"$20,649 ",93168,115992
Public Health Toxicologist 1,3433,4,6350,7093,7926,743,1576,"$17,162 ",76200,95112
Public Service Representative 2,333,4,3095,3429,3801,334,706,"$9,134 ",37140,45612
Public Service Representative 3,333,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Public Service Representative 4,334,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Radiologic Technologist,6348,4,5256,5870,6558,614,1302,"$14,464 ",63072,78696
Rehabilitation Instructor For The Blind,3333,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Rehabilitation Instructor For The Blind (Entry),3333,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Rehabilitation Therapist,6531,4,5019,5604,6260,585,1241,"$13,879 ",60228,75120
Research Analyst 1,1115,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Research Analyst 2,1116,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Research Analyst 3,1117,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Research Analyst 4,1118,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Retirement Counselor 1,841,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Retirement Counselor 2,843,4,4555,5085,5678,530,1123,"$12,735 ",54660,68136
Revenue Agent 1,5110,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Revenue Agent 2,5111,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Revenue Agent 3,5113,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Safety Specialist 1,1345,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Safety Specialist 2,1346,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Scientific Instrument Technician,4339,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Seamster,9301,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Securities Examiner,5671,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Shipping Point Inspector 1,5450,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Shipping Point Inspector 2,5451,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Sign Technician 1,4131,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Social Service Assistant,6609,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Social Service Specialist 1,6613,4,5256,5870,6558,614,1302,"$14,464 ",63072,78696
Social Services Specialist 2,6613,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
State Library Specialist 1,351,4,3005,3458,3830,453,825,"$8,912 ",36060,45960
State Library Specialist 2,353,4,3790,4224,4710,434,920,"$10,848 ",45480,56520
State Procurement Analyst,770,4,6664,7444,8320,780,1656,"$17,936 ",79968,99840
Student Office Worker,100,4,0,4036,4301,4036,4301,"$1,500 ",0,51612
Supply Specialist 1,758,4,3218,3569,3960,351,742,"$9,437 ",38616,47520
Supply Specialist 2,759,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Tax Auditor 1,5631,4,5256,5870,6558,614,1302,"$14,464 ",63072,78696
Tax Auditor 2,5633,4,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Tax Auditor/Entry,5630,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Teaching Assistant,3303,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Traffic Survey Interviewer,1105,4,0,,,,,"$1,500 ",0,
Training & Development Specialist 1,1338,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Training & Development Specialist 2,1339,4,5771,6443,7198,672,1427,"$15,734 ",69252,86376
Transportation Maintenance Coordinator 1,4161,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Transportation Maintenance Coordinator 2,4163,4,4555,5085,5678,530,1123,"$12,735 ",54660,68136
Transportation Maintenance Specialist 1,4151,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Transportation Maintenance Specialist 2,4153,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Transportation Maintenance Specialist Entry,4150,4,0,,,,,"$1,500 ",0,
Transportation Services Office Leader,333,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Transportation Services Representative 1,331,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Transportation Services Representative 2,333,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Transportation Telecommunications Specialist 1,4166,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Transportation Telecommunications Specialist 2,4167,4,4555,5085,5678,530,1123,"$12,735 ",54660,68136
Transporter,4403,4,0,,,,,"$1,500 ",0,
Transporting Mental Health Aide,6101,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Truck Driver 1,4401,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
Truck Driver 2,4403,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Veterans Service Officer,799,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Veterans Trust Officer,784,4,4776,5332,5955,556,1179,"$13,280 ",57312,71460
Video Producer,3176,4,6051,6758,7550,707,1499,"$16,424 ",72612,90600
Vocational Rehabilitation Counselor,6647,4,5256,5870,6558,614,1302,"$14,464 ",63072,78696
Vocational Rehabilitation Counselor Entry,6646,4,4155,4635,5172,480,1017,"$11,748 ",49860,62064
Vocational Rehabilitation Specialist,6648,4,5503,6146,6868,643,1365,"$15,073 ",66036,82416
Water Resource Data Technician 1,8510,4,3964,4419,4929,455,965,"$11,277 ",47568,59148
Water Resource Data Technician 2,8511,4,4356,4861,5427,505,1071,"$12,244 ",52272,65124
Wildland Fire Dispatcher,8364,4,3335,3701,4110,366,775,"$9,726 ",40020,49320
Wildland Fire Dispatcher Entry,8363,4,0,,,,,"$1,500 ",0,
Wildland Fire Suppression Specialist,8355,4,3629,4038,4496,409,867,"$10,451 ",43548,53952
