Position,Classification code,Current Step,current_monthly,monthly_pay_at_contract_end,difference in monthly pay,pct_change,Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract,Difference in annual pay
Facility Maintenance Specialist,4013,10,5019,5695,676,13.47%,"$13,879 ","$60,228 ","$68,340 ","$8,112 "
Facility Operations Specialist 1,4014,1,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Facility Operations Specialist 1,4014,2,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Facility Operations Specialist 1,4014,3,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Facility Operations Specialist 1,4014,4,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Facility Operations Specialist 1,4014,5,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Facility Operations Specialist 1,4014,6,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Facility Operations Specialist 1,4014,7,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Facility Operations Specialist 1,4014,8,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Facility Operations Specialist 1,4014,9,6350,7544,1194,18.80%,"$17,162 ","$76,200 ","$90,528 ","$14,328 "
Facility Operations Specialist 1,4014,10,6664,7562,898,13.48%,"$17,936 ","$79,968 ","$90,744 ","$10,776 "
Facility Operations Specialist 2,4015,1,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Facility Operations Specialist 2,4015,2,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Facility Operations Specialist 2,4015,3,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Facility Operations Specialist 2,4015,4,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Facility Operations Specialist 2,4015,5,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Facility Operations Specialist 2,4015,6,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Facility Operations Specialist 2,4015,7,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Facility Operations Specialist 2,4015,8,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Facility Operations Specialist 2,4015,9,6982,8295,1313,18.81%,"$18,721 ","$83,784 ","$99,540 ","$15,756 "
Facility Operations Specialist 2,4015,10,7327,8314,987,13.47%,"$19,571 ","$87,924 ","$99,768 ","$11,844 "
Financial Enforcement Officer,1547,1,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Financial Enforcement Officer,1547,2,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Financial Enforcement Officer,1547,3,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Financial Enforcement Officer,1547,4,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Financial Enforcement Officer,1547,5,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Financial Enforcement Officer,1547,6,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Financial Enforcement Officer,1547,7,8450,10511,2061,24.39%,"$22,341 ","$101,400 ","$126,132 ","$24,732 "
Financial Enforcement Officer,1547,8,8870,11033,2163,24.39%,"$23,377 ","$106,440 ","$132,396 ","$25,956 "
Financial Enforcement Officer,1547,9,9293,11040,1747,18.80%,"$24,420 ","$111,516 ","$132,480 ","$20,964 "
Financial Enforcement Officer,1547,10,9751,11065,1314,13.48%,"$25,550 ","$117,012 ","$132,780 ","$15,768 "
Financial Examiner 1,5675,1,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Financial Examiner 1,5675,2,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Financial Examiner 1,5675,3,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Financial Examiner 1,5675,4,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Financial Examiner 1,5675,5,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Financial Examiner 1,5675,6,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Financial Examiner 1,5675,7,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Financial Examiner 1,5675,8,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Financial Examiner 1,5675,9,6350,7544,1194,18.80%,"$17,162 ","$76,200 ","$90,528 ","$14,328 "
Financial Examiner 1,5675,10,6664,7562,898,13.48%,"$17,936 ","$79,968 ","$90,744 ","$10,776 "
Financial Examiner 2,5676,1,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Financial Examiner 2,5676,2,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Financial Examiner 2,5676,3,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Financial Examiner 2,5676,4,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Financial Examiner 2,5676,5,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Financial Examiner 2,5676,6,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Financial Examiner 2,5676,7,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Financial Examiner 2,5676,8,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Financial Examiner 2,5676,9,7327,8705,1378,18.81%,"$19,571 ","$87,924 ","$104,460 ","$16,536 "
Financial Examiner 2,5676,10,7678,8712,1034,13.47%,"$20,437 ","$92,136 ","$104,544 ","$12,408 "
Financial Examiner 3,5677,1,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Financial Examiner 3,5677,2,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Financial Examiner 3,5677,3,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Financial Examiner 3,5677,4,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Financial Examiner 3,5677,5,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Financial Examiner 3,5677,6,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Financial Examiner 3,5677,7,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Financial Examiner 3,5677,8,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Financial Examiner 3,5677,9,8450,10039,1589,18.80%,"$22,341 ","$101,400 ","$120,468 ","$19,068 "
Financial Examiner 3,5677,10,8870,10065,1195,13.47%,"$23,377 ","$106,440 ","$120,780 ","$14,340 "
Financial Investigator 1,5335,1,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Financial Investigator 1,5335,2,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Financial Investigator 1,5335,3,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Financial Investigator 1,5335,4,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Financial Investigator 1,5335,5,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Financial Investigator 1,5335,6,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Financial Investigator 1,5335,7,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Financial Investigator 1,5335,8,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Financial Investigator 1,5335,9,6982,8295,1313,18.81%,"$18,721 ","$83,784 ","$99,540 ","$15,756 "
Financial Investigator 1,5335,10,7327,8314,987,13.47%,"$19,571 ","$87,924 ","$99,768 ","$11,844 "
Fiscal Analyst 1,1343,1,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Fiscal Analyst 1,1343,2,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Fiscal Analyst 1,1343,3,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Fiscal Analyst 1,1343,4,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Fiscal Analyst 1,1343,5,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Fiscal Analyst 1,1343,6,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Fiscal Analyst 1,1343,7,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Fiscal Analyst 1,1343,8,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Fiscal Analyst 1,1343,9,6051,7189,1138,18.81%,"$16,424 ","$72,612 ","$86,268 ","$13,656 "
Fiscal Analyst 1,1343,10,6350,7205,855,13.46%,"$17,162 ","$76,200 ","$86,460 ","$10,260 "
Fiscal Analyst 2,1344,1,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Fiscal Analyst 2,1344,2,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Fiscal Analyst 2,1344,3,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Fiscal Analyst 2,1344,4,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Fiscal Analyst 2,1344,5,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Fiscal Analyst 2,1344,6,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Fiscal Analyst 2,1344,7,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Fiscal Analyst 2,1344,8,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Fiscal Analyst 2,1344,9,7327,8705,1378,18.81%,"$19,571 ","$87,924 ","$104,460 ","$16,536 "
Fiscal Analyst 2,1344,10,7678,8712,1034,13.47%,"$20,437 ","$92,136 ","$104,544 ","$12,408 "
Fiscal Analyst 3,1345,1,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Fiscal Analyst 3,1345,2,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Fiscal Analyst 3,1345,3,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Fiscal Analyst 3,1345,4,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Fiscal Analyst 3,1345,5,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Fiscal Analyst 3,1345,6,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Fiscal Analyst 3,1345,7,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Fiscal Analyst 3,1345,8,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Fiscal Analyst 3,1345,9,8450,10039,1589,18.80%,"$22,341 ","$101,400 ","$120,468 ","$19,068 "
Fiscal Analyst 3,1345,10,8870,10065,1195,13.47%,"$23,377 ","$106,440 ","$120,780 ","$14,340 "
Fiscal Auditor 1,5641,1,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Fiscal Auditor 1,5641,2,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Fiscal Auditor 1,5641,3,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Fiscal Auditor 1,5641,4,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Fiscal Auditor 1,5641,5,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Fiscal Auditor 1,5641,6,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Fiscal Auditor 1,5641,7,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Fiscal Auditor 1,5641,8,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Fiscal Auditor 1,5641,9,6051,7189,1138,18.81%,"$16,424 ","$72,612 ","$86,268 ","$13,656 "
Fiscal Auditor 1,5641,10,6350,7205,855,13.46%,"$17,162 ","$76,200 ","$86,460 ","$10,260 "
Fish and Wildlife Technical Coordinator,8346,1,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Fish and Wildlife Technical Coordinator,8346,2,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Fish and Wildlife Technical Coordinator,8346,3,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Fish and Wildlife Technical Coordinator,8346,4,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Fish and Wildlife Technical Coordinator,8346,5,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Fish and Wildlife Technical Coordinator,8346,6,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Fish and Wildlife Technical Coordinator,8346,7,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Fish and Wildlife Technical Coordinator,8346,8,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Fish and Wildlife Technical Coordinator,8346,9,5503,6538,1035,18.81%,"$15,073 ","$66,036 ","$78,456 ","$12,420 "
Fish and Wildlife Technical Coordinator,8346,10,5771,6548,777,13.46%,"$15,734 ","$69,252 ","$78,576 ","$9,324 "
Fish and Wildlife Technician,8341,1,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Fish and Wildlife Technician,8341,1,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Fish and Wildlife Technician,8341,2,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Fish and Wildlife Technician,8341,2,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Fish and Wildlife Technician,8341,3,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Fish and Wildlife Technician,8341,3,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Fish and Wildlife Technician,8341,4,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Fish and Wildlife Technician,8341,4,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Fish and Wildlife Technician,8341,5,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Fish and Wildlife Technician,8341,5,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Fish and Wildlife Technician,8341,6,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Fish and Wildlife Technician,8341,6,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Fish and Wildlife Technician,8341,7,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Fish and Wildlife Technician,8341,7,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Fish and Wildlife Technician,8341,8,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Fish and Wildlife Technician,8341,8,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Fish and Wildlife Technician,8341,9,4555,5411,856,18.79%,"$12,735 ","$54,660 ","$64,932 ","$10,272 "
Fish and Wildlife Technician,8341,9,4555,5411,856,18.79%,"$12,735 ","$54,660 ","$64,932 ","$10,272 "
Fish and Wildlife Technician,8341,10,4776,5419,643,13.46%,"$13,280 ","$57,312 ","$65,028 ","$7,716 "
Fish and Wildlife Technician,8341,10,4776,5419,643,13.46%,"$13,280 ","$57,312 ","$65,028 ","$7,716 "
Fish and Wildlife Technician Entry,8340,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Fish and Wildlife Technician Entry,8340,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Fish and Wildlife Technician Entry,8340,3,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Fish and Wildlife Technician Entry,8340,4,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Fish and Wildlife Technician Entry,8340,5,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Fish and Wildlife Technician Entry,8340,6,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Fish and Wildlife Technician Entry,8340,7,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Fish and Wildlife Technician Entry,8340,8,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Fish and Wildlife Technician Entry,8340,9,3790,4502,712,18.79%,"$10,848 ","$45,480 ","$54,024 ","$8,544 "
Fish and Wildlife Technician Entry,8340,10,3964,4498,534,13.47%,"$11,277 ","$47,568 ","$53,976 ","$6,408 "
Fish and Wildlife Technician Senior,8343,1,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Fish and Wildlife Technician Senior,8343,2,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Fish and Wildlife Technician Senior,8343,3,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Fish and Wildlife Technician Senior,8343,4,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Fish and Wildlife Technician Senior,8343,5,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Fish and Wildlife Technician Senior,8343,6,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Fish and Wildlife Technician Senior,8343,7,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Fish and Wildlife Technician Senior,8343,8,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Fish and Wildlife Technician Senior,8343,9,5019,5963,944,18.81%,"$13,879 ","$60,228 ","$71,556 ","$11,328 "
Fish and Wildlife Technician Senior,8343,10,5256,5964,708,13.47%,"$14,464 ","$63,072 ","$71,568 ","$8,496 "
Food Service Worker,9103,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Food Service Worker,9103,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Food Service Worker,9103,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Food Service Worker,9103,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Food Service Worker,9103,3,3005,3913,908,30.22%,"$8,912 ","$36,060 ","$46,956 ","$10,896 "
Food Service Worker,9103,3,3005,3913,908,30.22%,"$8,912 ","$36,060 ","$46,956 ","$10,896 "
Food Service Worker,9103,4,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Food Service Worker,9103,4,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Food Service Worker,9103,5,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Food Service Worker,9103,5,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Food Service Worker,9103,6,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Food Service Worker,9103,6,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Food Service Worker,9103,7,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Food Service Worker,9103,7,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Food Service Worker,9103,8,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Food Service Worker,9103,8,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Food Service Worker,9103,9,3790,4502,712,18.79%,"$10,848 ","$45,480 ","$54,024 ","$8,544 "
Food Service Worker,9103,9,3790,4502,712,18.79%,"$10,848 ","$45,480 ","$54,024 ","$8,544 "
Food Service Worker,9103,10,3964,4498,534,13.47%,"$11,277 ","$47,568 ","$53,976 ","$6,408 "
Food Service Worker,9103,10,3964,4498,534,13.47%,"$11,277 ","$47,568 ","$53,976 ","$6,408 "
Forest Crew Coordinator,8318,1,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Forest Crew Coordinator,8318,2,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Forest Crew Coordinator,8318,3,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Forest Crew Coordinator,8318,4,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Forest Crew Coordinator,8318,5,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Forest Crew Coordinator,8318,6,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Forest Crew Coordinator,8318,7,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Forest Crew Coordinator,8318,8,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Forest Crew Coordinator,8318,9,5019,5963,944,18.81%,"$13,879 ","$60,228 ","$71,556 ","$11,328 "
Forest Crew Coordinator,8318,10,5256,5964,708,13.47%,"$14,464 ","$63,072 ","$71,568 ","$8,496 "
Forest Lookout,8353,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Forest Lookout,8353,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Forest Lookout,8353,3,0,0,0,,"$1,500 ",$-   , $-   , $-   
Forest Lookout,8353,4,0,0,0,,"$1,500 ",$-   , $-   , $-   
Forest Lookout,8353,5,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Forest Lookout,8353,6,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Forest Lookout,8353,7,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Forest Lookout,8353,8,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Forest Lookout,8353,9,3483,4138,655,18.81%,"$10,091 ","$41,796 ","$49,656 ","$7,860 "
Forest Lookout,8353,10,3629,4118,489,13.47%,"$10,451 ","$43,548 ","$49,416 ","$5,868 "
Forest Management Technician,8311,1,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Forest Management Technician,8311,2,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Forest Management Technician,8311,3,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Forest Management Technician,8311,4,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Forest Management Technician,8311,5,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Forest Management Technician,8311,6,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Forest Management Technician,8311,7,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Forest Management Technician,8311,8,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Forest Management Technician,8311,9,4356,5175,819,18.80%,"$12,244 ","$52,272 ","$62,100 ","$9,828 "
Forest Management Technician,8311,10,4555,5168,613,13.46%,"$12,735 ","$54,660 ","$62,016 ","$7,356 "
Forest Officer,8357,1,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Forest Officer,8357,2,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Forest Officer,8357,3,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Forest Officer,8357,4,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Forest Officer,8357,5,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Forest Officer,8357,6,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Forest Officer,8357,7,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Forest Officer,8357,8,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Forest Officer,8357,9,6051,7189,1138,18.81%,"$16,424 ","$72,612 ","$86,268 ","$13,656 "
